Condition,File,Label,IoU
original,image_180.jpg,Raam,0.4263
original,image_180.jpg,Raam,0.314
original,image_180.jpg,Raam,0.5315
original,image_180.jpg,Raam,0.6767
original,image_180.jpg,Raam,0.5565
original,image_182.jpg,Raam,0.3521
original,image_182.jpg,Raam,0.4051
original,image_182.jpg,Deur,0.7437
original,image_182.jpg,Raam,0.378
original,image_182.jpg,Raam,0.408
original,image_182.jpg,Deur,0.5853
original,image_182.jpg,Raam,0.3603
original,image_182.jpg,Raam,0.6789
original,image_182.jpg,Deur,0.3397
original,image_182.jpg,Raam,0.4278
original,image_182.jpg,Raam,0.5387
original,image_182.jpg,Raam,0.5746
original,image_183.jpg,Raam,0.5654
original,image_183.jpg,Raam,0.4447
original,image_183.jpg,Raam,0.4319
original,image_183.jpg,Raam,0.5829
original,image_183.jpg,Raam,0.4047
original,image_183.jpg,Raam,0.3066
original,image_183.jpg,Raam,0.5875
original,image_183.jpg,Raam,0.6655
original,image_183.jpg,Deur,0.332
original,image_184.jpg,Zonnepaneel,0.7624
original,image_184.jpg,Zonnepaneel,0.7678
original,image_184.jpg,Raam,0.4664
original,image_184.jpg,Raam,0.6125
original,image_185.jpg,Raam,0.5808
original,image_185.jpg,Zonnepaneel,0.7346
original,image_185.jpg,Zonnepaneel,0.545
original,image_185.jpg,Deur,0.481
original,image_187.jpg,Raam,0.6427
original,image_187.jpg,Raam,0.5608
original,image_187.jpg,Raam,0.5636
original,image_187.jpg,Raam,0.3285
original,image_187.jpg,Deur,0.615
original,image_187.jpg,Deur,0.5401
original,image_187.jpg,Raam,0.5532
original,image_187.jpg,Raam,0.3091
original,image_187.jpg,Raam,0.4454
original,image_187.jpg,Raam,0.4716
original,image_187.jpg,Raam,0.4258
original,image_19.jpg,Raam,0.7672
original,image_19.jpg,Deur,0.6612
original,image_191.jpg,Raam,0.3571
original,image_191.jpg,Raam,0.3264
original,image_191.jpg,Raam,0.4848
original,image_193.jpg,Raam,0.7605
original,image_193.jpg,Raam,0.4313
original,image_193.jpg,Raam,0.6097
original,image_193.jpg,Raam,0.4494
original,image_193.jpg,Raam,0.7355
original,image_193.jpg,Raam,0.5374
original,image_193.jpg,Raam,0.386
original,image_193.jpg,Raam,0.4506
original,image_193.jpg,Deur,0.7514
original,image_193.jpg,Raam,0.4326
original,image_193.jpg,Deur,0.441
original,image_193.jpg,Raam,0.6317
original,image_193.jpg,Raam,0.4509
original,image_195.jpg,Deur,0.6614
original,image_195.jpg,Raam,0.6533
original,image_195.jpg,Raam,0.5648
original,image_195.jpg,Deur,0.7289
original,image_195.jpg,Raam,0.5188
original,image_195.jpg,Deur,0.6972
original,image_195.jpg,Raam,0.5009
original,image_195.jpg,Raam,0.5737
original,image_195.jpg,Deur,0.6405
original,image_195.jpg,Raam,0.5071
original,image_195.jpg,Raam,0.6947
original,image_195.jpg,Raam,0.5955
original,image_195.jpg,Raam,0.5495
original,image_197.jpg,Raam,0.3131
original,image_197.jpg,Raam,0.3046
original,image_197.jpg,Raam,0.3228
original,image_197.jpg,Raam,0.5191
original,image_197.jpg,Deur,0.6756
original,image_197.jpg,Raam,0.3716
original,image_197.jpg,Raam,0.3322
original,image_197.jpg,Raam,0.4549
original,image_197.jpg,Deur,0.4215
original,image_197.jpg,Raam,0.5606
original,image_198.jpg,Raam,0.5104
original,image_198.jpg,Raam,0.4964
original,image_198.jpg,Raam,0.7712
original,image_198.jpg,Raam,0.765
original,image_198.jpg,Raam,0.5357
original,image_200.jpg,Deur,0.3177
original,image_200.jpg,Raam,0.5505
original,image_200.jpg,Raam,0.5405
original,image_200.jpg,Raam,0.3006
original,image_200.jpg,Raam,0.6965
original,image_200.jpg,Raam,0.3276
original,image_201.jpg,Raam,0.3935
original,image_201.jpg,Raam,0.5702
original,image_201.jpg,Raam,0.4947
original,image_201.jpg,Raam,0.3422
original,image_201.jpg,Raam,0.4228
original,image_201.jpg,Raam,0.4828
original,image_201.jpg,Raam,0.346
original,image_201.jpg,Raam,0.5173
original,image_201.jpg,Raam,0.3759
original,image_201.jpg,Raam,0.4739
original,image_201.jpg,Raam,0.3462
original,image_201.jpg,Raam,0.5906
original,image_201.jpg,Raam,0.3554
original,image_201.jpg,Deur,0.6316
original,image_201.jpg,Raam,0.5402
original,image_201.jpg,Raam,0.6002
original,image_201.jpg,Raam,0.5055
original,image_202.jpg,Raam,0.5927
original,image_202.jpg,Raam,0.4211
original,image_202.jpg,Deur,0.547
original,image_202.jpg,Deur,0.614
original,image_202.jpg,Raam,0.4164
original,image_202.jpg,Raam,0.6945
original,image_202.jpg,Raam,0.3103
original,image_202.jpg,Raam,0.4842
original,image_204.jpg,Deur,0.3558
original,image_204.jpg,Raam,0.4692
original,image_206.jpg,Raam,0.6527
original,image_206.jpg,Deur,0.4576
original,image_206.jpg,Deur,0.5507
original,image_206.jpg,Deur,0.5028
original,image_206.jpg,Raam,0.4498
original,image_206.jpg,Raam,0.5152
original,image_206.jpg,Deur,0.5949
original,image_206.jpg,Deur,0.5152
original,image_206.jpg,Raam,0.4942
original,image_206.jpg,Raam,0.4653
original,image_206.jpg,Raam,0.3735
original,image_206.jpg,Raam,0.3375
original,image_206.jpg,Raam,0.4505
original,image_206.jpg,Raam,0.3622
original,image_207.jpg,Deur,0.3342
original,image_207.jpg,Deur,0.3133
original,image_207.jpg,Raam,0.3631
original,image_207.jpg,Raam,0.3167
original,image_208.jpg,Raam,0.4266
original,image_208.jpg,Deur,0.5133
original,image_208.jpg,Raam,0.4435
original,image_208.jpg,Raam,0.3763
original,image_208.jpg,Raam,0.6908
original,image_208.jpg,Raam,0.5496
original,image_208.jpg,Raam,0.3461
original,image_209.jpg,Zonnepaneel,0.3155
original,image_209.jpg,Deur,0.628
original,image_209.jpg,Raam,0.5938
original,image_209.jpg,Raam,0.5055
original,image_209.jpg,Raam,0.4965
original,image_209.jpg,Deur,0.5666
original,image_210.jpg,Zonnepaneel,0.8493
original,image_210.jpg,Zonnepaneel,0.7299
original,image_210.jpg,Zonnepaneel,0.6853
original,image_210.jpg,Raam,0.5187
original,image_213.jpg,Raam,0.4197
original,image_213.jpg,Raam,0.3394
original,image_213.jpg,Deur,0.4409
original,image_213.jpg,Raam,0.6141
original,image_214.jpg,Deur,0.7093
original,image_214.jpg,Raam,0.6439
original,image_214.jpg,Raam,0.3061
original,image_214.jpg,Raam,0.3947
original,image_214.jpg,Deur,0.3092
original,image_214.jpg,Raam,0.7158
original,image_214.jpg,Raam,0.659
original,image_214.jpg,Raam,0.3558
original,image_214.jpg,Deur,0.3212
original,image_216.jpg,Deur,0.7266
original,image_216.jpg,Raam,0.3415
original,image_216.jpg,Zonnepaneel,0.6581
original,image_216.jpg,Deur,0.4668
original,image_216.jpg,Raam,0.4588
original,image_216.jpg,Deur,0.6191
original,image_216.jpg,Raam,0.4371
original,image_217.jpg,Raam,0.4696
original,image_217.jpg,Raam,0.3886
original,image_217.jpg,Raam,0.3335
original,image_217.jpg,Raam,0.3252
original,image_217.jpg,Raam,0.5921
original,image_218.jpg,Raam,0.6385
original,image_218.jpg,Raam,0.375
original,image_218.jpg,Raam,0.4084
original,image_218.jpg,Raam,0.4307
original,image_218.jpg,Raam,0.5896
original,image_218.jpg,Raam,0.4853
original,image_218.jpg,Raam,0.3533
original,image_218.jpg,Raam,0.5159
original,image_218.jpg,Deur,0.4624
original,image_218.jpg,Deur,0.665
original,image_218.jpg,Deur,0.3824
original,image_218.jpg,Raam,0.4403
original,image_218.jpg,Raam,0.5424
original,image_218.jpg,Raam,0.4429
original,image_218.jpg,Raam,0.3541
original,image_221.jpg,Raam,0.4274
original,image_221.jpg,Raam,0.4465
original,image_221.jpg,Raam,0.6575
original,image_221.jpg,Raam,0.6444
original,image_221.jpg,Deur,0.4298
original,image_221.jpg,Raam,0.395
original,image_221.jpg,Deur,0.3257
original,image_222.jpg,Raam,0.4464
original,image_222.jpg,Deur,0.3528
original,image_222.jpg,Deur,0.6093
original,image_222.jpg,Raam,0.5561
original,image_223.jpg,Raam,0.3012
original,image_223.jpg,Raam,0.3047
original,image_223.jpg,Raam,0.375
original,image_223.jpg,Raam,0.4161
original,image_223.jpg,Raam,0.3986
original,image_223.jpg,Raam,0.4949
original,image_223.jpg,Raam,0.5871
original,image_226.jpg,Raam,0.636
original,image_226.jpg,Raam,0.5477
original,image_226.jpg,Raam,0.5491
original,image_226.jpg,Raam,0.3532
original,image_226.jpg,Deur,0.4499
original,image_226.jpg,Raam,0.5897
original,image_226.jpg,Deur,0.5629
original,image_226.jpg,Raam,0.4172
original,image_226.jpg,Deur,0.6215
original,image_226.jpg,Raam,0.5955
original,image_226.jpg,Deur,0.6339
original,image_226.jpg,Raam,0.6043
original,image_226.jpg,Raam,0.4687
original,image_226.jpg,Raam,0.6639
original,image_226.jpg,Raam,0.7133
original,image_226.jpg,Raam,0.3026
original,image_227.jpg,Zonnepaneel,0.6271
original,image_227.jpg,Raam,0.3369
original,image_227.jpg,Deur,0.6625
original,image_227.jpg,Raam,0.4043
original,image_227.jpg,Zonnepaneel,0.6909
original,image_228.jpg,Raam,0.5356
original,image_23.jpg,Deur,0.7998
original,image_23.jpg,Raam,0.8086
original,image_23.jpg,Raam,0.7276
original,image_23.jpg,Raam,0.8133
original,image_23.jpg,Raam,0.9259
original,image_23.jpg,Raam,0.8034
original,image_23.jpg,Raam,0.8165
original,image_231.jpg,Raam,0.3199
original,image_231.jpg,Deur,0.7304
original,image_231.jpg,Raam,0.646
original,image_232.jpg,Raam,0.4278
original,image_232.jpg,Raam,0.6083
original,image_232.jpg,Raam,0.437
original,image_232.jpg,Raam,0.3628
original,image_232.jpg,Raam,0.3421
original,image_232.jpg,Zonnepaneel,0.395
original,image_232.jpg,Deur,0.4008
original,image_234.jpg,Raam,0.5451
original,image_234.jpg,Raam,0.3463
original,image_234.jpg,Raam,0.3544
original,image_234.jpg,Deur,0.383
original,image_234.jpg,Raam,0.4412
original,image_234.jpg,Zonnepaneel,0.5996
original,image_234.jpg,Raam,0.343
original,image_234.jpg,Raam,0.3871
original,image_234.jpg,Raam,0.4882
original,image_234.jpg,Deur,0.6214
original,image_234.jpg,Raam,0.3484
original,image_234.jpg,Deur,0.4851
original,image_234.jpg,Raam,0.4373
original,image_235.jpg,Raam,0.842
original,image_235.jpg,Raam,0.3699
original,image_235.jpg,Raam,0.3722
original,image_235.jpg,Deur,0.3498
original,image_235.jpg,Raam,0.3738
original,image_235.jpg,Raam,0.658
original,image_235.jpg,Deur,0.4327
original,image_235.jpg,Raam,0.4427
original,image_235.jpg,Raam,0.336
original,image_235.jpg,Raam,0.3911
original,image_235.jpg,Raam,0.3559
original,image_236.jpg,Raam,0.4612
original,image_236.jpg,Raam,0.3875
original,image_236.jpg,Raam,0.3546
original,image_236.jpg,Deur,0.4075
original,image_237.jpg,Raam,0.338
original,image_237.jpg,Raam,0.4976
original,image_237.jpg,Raam,0.5849
original,image_237.jpg,Raam,0.3211
original,image_237.jpg,Raam,0.4083
original,image_238.jpg,Raam,0.3598
original,image_239.jpg,Raam,0.4053
original,image_239.jpg,Raam,0.4243
original,image_239.jpg,Raam,0.4676
original,image_24.jpg,Raam,0.5157
original,image_24.jpg,Raam,0.7308
original,image_24.jpg,Raam,0.4802
original,image_24.jpg,Raam,0.6327
original,image_24.jpg,Raam,0.4672
original,image_24.jpg,Deur,0.8115
original,image_24.jpg,Deur,0.7634
original,image_240.jpg,Raam,0.368
original,image_240.jpg,Raam,0.4046
original,image_240.jpg,Raam,0.3097
original,image_240.jpg,Deur,0.4604
original,image_240.jpg,Raam,0.4196
original,image_241.jpg,Raam,0.3167
original,image_241.jpg,Deur,0.7186
original,image_241.jpg,Raam,0.4375
original,image_241.jpg,Raam,0.348
original,image_241.jpg,Deur,0.3955
original,image_241.jpg,Zonnepaneel,0.8119
original,image_241.jpg,Raam,0.4367
original,image_243.jpg,Raam,0.7408
original,image_243.jpg,Raam,0.6486
original,image_243.jpg,Zonnepaneel,0.6238
original,image_243.jpg,Deur,0.5094
original,image_243.jpg,Raam,0.3285
original,image_243.jpg,Raam,0.6311
original,image_245.jpg,Raam,0.8664
original,image_245.jpg,Raam,0.6314
original,image_245.jpg,Raam,0.5542
original,image_245.jpg,Raam,0.5623
original,image_245.jpg,Raam,0.6802
original,image_245.jpg,Zonnepaneel,0.3167
original,image_246.jpg,Raam,0.5657
original,image_246.jpg,Raam,0.4591
original,image_246.jpg,Raam,0.3081
original,image_246.jpg,Raam,0.4
original,image_246.jpg,Zonnepaneel,0.804
original,image_246.jpg,Raam,0.6744
original,image_246.jpg,Deur,0.4481
original,image_246.jpg,Raam,0.4439
original,image_249.jpg,Raam,0.5322
original,image_249.jpg,Raam,0.6689
original,image_249.jpg,Raam,0.5115
original,image_249.jpg,Raam,0.4944
original,image_249.jpg,Raam,0.3747
original,image_249.jpg,Deur,0.4014
original,image_249.jpg,Raam,0.3891
original,image_249.jpg,Raam,0.3855
original,image_249.jpg,Raam,0.3182
original,image_249.jpg,Raam,0.4675
original,image_249.jpg,Raam,0.4868
original,image_249.jpg,Raam,0.5807
original,image_249.jpg,Raam,0.3719
original,image_249.jpg,Raam,0.3533
original,image_249.jpg,Raam,0.5424
original,image_249.jpg,Raam,0.7516
original,image_25.jpg,Raam,0.8634
original,image_25.jpg,Raam,0.7267
original,image_25.jpg,Raam,0.5964
original,image_25.jpg,Raam,0.4099
original,image_25.jpg,Raam,0.5275
original,image_25.jpg,Deur,0.6551
original,image_25.jpg,Deur,0.6124
original,image_251.jpg,Raam,0.6866
original,image_251.jpg,Raam,0.5288
original,image_251.jpg,Raam,0.4339
original,image_251.jpg,Raam,0.5493
original,image_251.jpg,Raam,0.4366
original,image_251.jpg,Raam,0.4462
original,image_251.jpg,Raam,0.6753
original,image_251.jpg,Raam,0.4561
original,image_251.jpg,Raam,0.5384
original,image_251.jpg,Raam,0.6991
original,image_251.jpg,Raam,0.3196
original,image_251.jpg,Raam,0.5205
original,image_251.jpg,Raam,0.7699
original,image_251.jpg,Zonnepaneel,0.501
original,image_254.jpg,Raam,0.6516
original,image_254.jpg,Raam,0.6363
original,image_254.jpg,Raam,0.5753
original,image_254.jpg,Raam,0.5806
